StudentID,IssueDate,DueDate,ReturnDate,FineAmount,RenewalCount,ReservationStatus,BookID
S11601,17/02/2022,03/03/2022,18/02/2022,0,1,Waiting,B2698
S7592,14/05/2024,28/05/2024,28/05/2024,0,1,Available,B2491
S2693,08/12/2024,22/12/2024,26/12/2024,40,2,Reserved,B2630
S4210,02/11/2024,16/11/2024,10/11/2024,0,3,Not Reserved,B2506
S8292,14/11/2022,28/11/2022,28/11/2022,0,0,Available,B2383
S11306,21/03/2023,04/04/2023,30/03/2023,0,3,Available,B2197
S5180,26/01/2024,09/02/2024,09/02/2024,0,2,Reserved,B2585
S2122,12/09/2024,26/09/2024,28/09/2024,20,3,Reserved,B2037
S7983,25/09/2022,09/10/2022,24/09/2022,0,1,Available,B1772
S11543,16/05/2024,30/05/2024,23/06/2024,240,3,Available,B2179
S7927,21/08/2023,04/09/2023,28/08/2023,0,1,Not Reserved,B2283
S3127,23/11/2024,07/12/2024,01/12/2024,0,2,Reserved,B2492
S5751,26/05/2022,09/06/2022,08/06/2022,0,0,Reserved,B2064
S4633,29/03/2023,12/04/2023,04/04/2023,0,3,Reserved,B2534
S9213,25/12/2024,08/01/2025,08/01/2025,0,2,Not Reserved,B1998
S8599,01/07/2022,15/07/2022,15/07/2022,0,0,Reserved,B2624
S8498,07/10/2024,21/10/2024,17/10/2024,0,1,Not Reserved,B2043
S4689,17/11/2022,01/12/2022,01/12/2022,0,0,Reserved,B2590
S6156,03/03/2024,17/03/2024,07/03/2024,0,3,Available,B2206
S5620,14/12/2024,28/12/2024,23/12/2024,0,2,Not Reserved,B2753
S3259,08/05/2022,22/05/2022,22/05/2022,0,3,Not Reserved,B2417
S1980,16/07/2023,30/07/2023,16/07/2023,0,2,Available,B2003
S8554,21/02/2024,06/03/2024,10/02/2024,0,0,Not Reserved,B2116
S10270,11/04/2022,25/04/2022,16/05/2022,210,1,Reserved,B1769
S7022,22/08/2023,05/09/2023,18/08/2023,0,0,Reserved,B2238
S10769,07/05/2024,21/05/2024,21/05/2024,0,0,Waiting,B1859
S11358,27/06/2023,11/07/2023,11/07/2023,0,0,Not Reserved,B2679
S9739,18/08/2024,01/09/2024,10/08/2024,0,0,Available,B2685
S2873,29/04/2024,13/05/2024,13/05/2024,0,2,Reserved,B2307
S2029,23/04/2024,07/05/2024,07/05/2024,0,1,Not Reserved,B2415
S4486,24/03/2023,07/04/2023,07/04/2023,0,1,Waiting,B1912
S6803,23/04/2022,07/05/2022,24/05/2022,170,3,Reserved,B1924
S1885,29/05/2023,12/06/2023,12/06/2023,0,3,Not Reserved,B2496
S3540,25/03/2022,08/04/2022,21/03/2022,0,3,Available,B2502
S11355,17/09/2024,01/10/2024,01/10/2024,0,0,Not Reserved,B1952
S1864,05/09/2023,19/09/2023,19/09/2023,0,0,Available,B2534
S3223,14/11/2022,28/11/2022,28/11/2022,0,0,Not Reserved,B2751
S6585,12/09/2023,26/09/2023,08/09/2023,0,3,Available,B2547
S5254,15/07/2024,29/07/2024,29/07/2024,0,2,Reserved,B2523
S8683,29/05/2024,12/06/2024,12/06/2024,0,1,Reserved,B1814
S4399,31/07/2022,14/08/2022,22/08/2022,80,0,Available,B2158
S10102,21/08/2024,04/09/2024,09/08/2024,0,1,Not Reserved,B2555
S9197,23/06/2023,07/07/2023,07/07/2023,0,3,Not Reserved,B1825
S3811,20/06/2024,04/07/2024,04/07/2024,0,1,Not Reserved,B1970
S5784,13/06/2023,27/06/2023,26/06/2023,0,3,Available,B2428
S1952,13/05/2022,27/05/2022,27/05/2022,0,2,Waiting,B2206
S10886,08/01/2023,22/01/2023,22/01/2023,0,0,Reserved,B1923
S5033,11/05/2024,25/05/2024,25/05/2024,0,0,Not Reserved,B2412
S5147,20/08/2022,03/09/2022,24/09/2022,210,2,Available,B2682
S9505,15/09/2022,29/09/2022,20/10/2022,210,3,Reserved,B2627
S11429,28/05/2023,11/06/2023,11/06/2023,0,3,Not Reserved,B1940
S3674,20/12/2023,03/01/2024,03/01/2024,0,1,Available,B1858
S3740,26/08/2023,09/09/2023,07/10/2023,280,3,Not Reserved,B2488
S6071,01/05/2023,15/05/2023,31/05/2023,160,2,Reserved,B2137
S9989,04/03/2022,18/03/2022,18/03/2022,0,2,Not Reserved,B2215
S5968,25/06/2023,09/07/2023,09/07/2023,0,0,Reserved,B2206
S10059,23/05/2023,06/06/2023,06/06/2023,0,0,Not Reserved,B1853
S6707,15/06/2024,29/06/2024,29/06/2024,0,1,Reserved,B2694
S7299,25/09/2022,09/10/2022,10/09/2022,0,1,Not Reserved,B2652
S2912,04/09/2023,18/09/2023,15/10/2023,270,2,Reserved,B2719
S9906,12/04/2023,26/04/2023,26/04/2023,0,0,Reserved,B2351
S2141,12/02/2023,26/02/2023,30/01/2023,0,1,Available,B1804
S4245,02/01/2024,16/01/2024,16/01/2024,0,3,Available,B2354
S10134,28/09/2023,12/10/2023,28/10/2023,160,3,Not Reserved,B2188
S11198,22/10/2024,05/11/2024,18/10/2024,0,3,Not Reserved,B2627
S2836,20/01/2023,03/02/2023,04/02/2023,10,0,Waiting,B2219
S9163,03/04/2022,17/04/2022,01/04/2022,0,2,Reserved,B2268
S6759,31/01/2023,14/02/2023,23/02/2023,90,2,Not Reserved,B1829
S10377,14/09/2023,28/09/2023,04/10/2023,60,0,Available,B2179
S5933,27/03/2022,10/04/2022,10/04/2022,0,2,Not Reserved,B2689
S5159,23/08/2024,06/09/2024,30/09/2024,240,2,Not Reserved,B2650
S6927,26/05/2024,09/06/2024,23/06/2024,140,2,Reserved,B2005
S4607,30/09/2023,14/10/2023,14/10/2023,0,2,Not Reserved,B2234
S4853,09/02/2022,23/02/2022,03/03/2022,80,0,Waiting,B2008
S11465,24/02/2024,09/03/2024,08/02/2024,0,1,Not Reserved,B1996
S7654,21/05/2023,04/06/2023,04/06/2023,0,2,Not Reserved,B2499
S8466,26/09/2022,10/10/2022,18/10/2022,80,1,Available,B2303
S4369,20/12/2022,03/01/2023,03/01/2023,0,1,Reserved,B2554
S8934,20/12/2023,03/01/2024,29/12/2023,0,1,Waiting,B2418
S3500,15/10/2022,29/10/2022,29/10/2022,0,2,Reserved,B2238
S10218,11/09/2023,25/09/2023,25/09/2023,0,0,Available,B2213
S7888,21/05/2023,04/06/2023,04/06/2023,0,3,Not Reserved,B2747
S8777,01/03/2024,15/03/2024,15/03/2024,0,3,Not Reserved,B2011
S3116,02/04/2024,16/04/2024,16/04/2024,0,2,Available,B2519
S4711,23/03/2022,06/04/2022,06/04/2022,0,1,Available,B2596
S4191,30/10/2022,13/11/2022,09/11/2022,0,1,Reserved,B2137
S10777,31/10/2023,14/11/2023,14/11/2023,0,2,Reserved,B2454
S7749,21/07/2023,04/08/2023,08/08/2023,40,0,Available,B2475
S5820,01/10/2023,15/10/2023,15/10/2023,0,1,Reserved,B2264
S3076,02/04/2022,16/04/2022,16/04/2022,0,3,Not Reserved,B2479
S8066,04/07/2024,18/07/2024,18/07/2024,0,1,Available,B2425
S6471,10/09/2022,24/09/2022,24/09/2022,0,1,Not Reserved,B2739
S6827,29/05/2023,12/06/2023,13/05/2023,0,1,Waiting,B2739
S9743,19/02/2022,05/03/2022,15/02/2022,0,2,Not Reserved,B2337
S4629,19/06/2022,03/07/2022,22/07/2022,190,0,Available,B2747
S3696,08/09/2022,22/09/2022,22/09/2022,0,2,Reserved,B2488
S11582,27/06/2022,11/07/2022,23/07/2022,120,0,Not Reserved,B2595
S8044,22/06/2023,06/07/2023,30/06/2023,0,3,Available,B1939
S10273,13/11/2024,27/11/2024,20/12/2024,230,2,Not Reserved,B2230
S5612,08/01/2024,22/01/2024,22/01/2024,0,0,Waiting,B1967
S10487,19/09/2024,03/10/2024,16/10/2024,130,3,Not Reserved,B1908
S5597,02/07/2023,16/07/2023,16/07/2023,0,2,Reserved,B2116
S10240,11/10/2023,25/10/2023,25/10/2023,0,0,Not Reserved,B2567
S8034,16/01/2022,30/01/2022,28/02/2022,290,0,Available,B2403
S9452,08/03/2023,22/03/2023,15/04/2023,240,1,Reserved,B1938
S3303,04/12/2022,18/12/2022,18/12/2022,0,1,Available,B2175
S9157,02/01/2023,16/01/2023,16/01/2023,0,1,Not Reserved,B2804
S3331,20/07/2024,03/08/2024,03/08/2024,0,1,Not Reserved,B2040
S5625,07/07/2022,21/07/2022,21/07/2022,0,0,Available,B2697
S10429,31/08/2024,14/09/2024,14/09/2024,0,1,Not Reserved,B1867
S2528,30/10/2022,13/11/2022,13/11/2022,0,3,Waiting,B2849
S3930,24/12/2023,07/01/2024,07/01/2024,0,3,Not Reserved,B2115
S3957,06/03/2024,20/03/2024,20/03/2024,0,1,Available,B1941
S4930,25/08/2024,08/09/2024,06/10/2024,280,1,Available,B2661
S7307,18/05/2023,01/06/2023,01/06/2023,0,3,Reserved,B2352
S5941,22/01/2022,05/02/2022,21/02/2022,160,0,Not Reserved,B2398
S5308,26/09/2022,10/10/2022,10/10/2022,0,2,Available,B2556
S11231,09/06/2024,23/06/2024,23/06/2024,0,0,Reserved,B2382
S7715,16/05/2024,30/05/2024,30/05/2024,0,1,Not Reserved,B2623
S6439,12/05/2023,26/05/2023,26/05/2023,0,2,Available,B2200
S9787,17/04/2023,01/05/2023,01/05/2023,0,0,Reserved,B2061
S2697,12/05/2022,26/05/2022,26/05/2022,0,0,Reserved,B1933
S4395,24/11/2022,08/12/2022,25/12/2022,170,1,Reserved,B2296
S7126,31/08/2024,14/09/2024,17/09/2024,30,3,Available,B2618
S7660,12/08/2022,26/08/2022,26/08/2022,0,2,Not Reserved,B2088
S3416,16/02/2024,01/03/2024,04/02/2024,0,2,Waiting,B1979
S9141,17/09/2024,01/10/2024,02/09/2024,0,1,Not Reserved,B2269
S7284,23/12/2023,06/01/2024,14/01/2024,80,3,Waiting,B2596
S4464,31/01/2022,14/02/2022,05/02/2022,0,1,Available,B2631
S11278,24/06/2023,08/07/2023,19/06/2023,0,3,Not Reserved,B2282
S10723,15/03/2023,29/03/2023,29/03/2023,0,2,Reserved,B2266
S2055,19/11/2022,03/12/2022,27/11/2022,0,3,Not Reserved,B2360
S10828,17/01/2022,31/01/2022,05/02/2022,50,2,Available,B2251
S9105,03/02/2024,17/02/2024,17/02/2024,0,0,Waiting,B2334
S5923,10/06/2024,24/06/2024,24/06/2024,0,3,Not Reserved,B2393
S5143,24/11/2023,08/12/2023,08/12/2023,0,1,Waiting,B2816
S8453,27/03/2023,10/04/2023,19/04/2023,90,3,Waiting,B2831
S11238,16/11/2023,30/11/2023,30/11/2023,0,1,Reserved,B2790
S10852,21/03/2022,04/04/2022,11/04/2022,70,3,Available,B2657
S10105,23/09/2023,07/10/2023,11/10/2023,40,3,Reserved,B1972
S10598,24/12/2024,07/01/2025,15/12/2024,0,2,Reserved,B2537
S4629,15/01/2024,29/01/2024,27/01/2024,0,0,Reserved,B2236
S9889,11/07/2022,25/07/2022,19/07/2022,0,1,Not Reserved,B2507
S9245,11/06/2023,25/06/2023,25/06/2023,0,2,Waiting,B2223
S2194,04/03/2023,18/03/2023,02/03/2023,0,3,Not Reserved,B2528
S4481,15/12/2023,29/12/2023,19/12/2023,0,0,Available,B2030
S6544,09/07/2022,23/07/2022,19/08/2022,270,1,Reserved,B2518
S9150,23/02/2024,08/03/2024,08/03/2024,0,1,Not Reserved,B2230
S2827,26/11/2023,10/12/2023,10/12/2023,0,1,Not Reserved,B2468
S2760,28/03/2022,11/04/2022,04/05/2022,230,0,Reserved,B2455
S11819,08/07/2023,22/07/2023,22/07/2023,0,3,Available,B2522
S8521,08/01/2023,22/01/2023,11/02/2023,200,1,Reserved,B2698
S10491,13/01/2023,27/01/2023,01/01/2023,0,0,Reserved,B1916
S7749,10/02/2024,24/02/2024,21/02/2024,0,0,Not Reserved,B2669
S9491,01/04/2022,15/04/2022,15/04/2022,0,0,Not Reserved,B2021
S9750,30/01/2024,13/02/2024,04/03/2024,200,3,Waiting,B2122
S7971,17/07/2022,31/07/2022,11/07/2022,0,2,Reserved,B2883
S4437,03/04/2022,17/04/2022,17/04/2022,0,1,Available,B2425
S3657,22/09/2022,06/10/2022,14/09/2022,0,2,Reserved,B2508
S7830,31/01/2023,14/02/2023,14/02/2023,0,1,Available,B2307
S10537,05/08/2024,19/08/2024,19/08/2024,0,1,Reserved,B1942
S7269,29/04/2024,13/05/2024,13/05/2024,0,1,Not Reserved,B1961
S5227,29/03/2024,12/04/2024,26/04/2024,140,2,Reserved,B2648
S9806,21/08/2022,04/09/2022,04/09/2022,0,0,Available,B2701
S4221,02/03/2024,16/03/2024,04/03/2024,0,1,Available,B2442
S5069,18/08/2024,01/09/2024,01/09/2024,0,2,Not Reserved,B2564
S11645,10/12/2024,24/12/2024,24/12/2024,0,2,Waiting,B2712
S11290,12/03/2024,26/03/2024,14/04/2024,190,3,Not Reserved,B2145
S6739,22/11/2024,06/12/2024,06/12/2024,0,3,Reserved,B2870
S10540,27/10/2023,10/11/2023,10/11/2023,0,3,Not Reserved,B2564
S2784,27/03/2024,10/04/2024,07/04/2024,0,2,Reserved,B2142
S4292,12/01/2024,26/01/2024,06/02/2024,110,2,Available,B2912
S3564,26/12/2023,09/01/2024,09/01/2024,0,1,Available,B2574
S9499,05/07/2022,19/07/2022,19/07/2022,0,1,Available,B1960
S9231,08/06/2022,22/06/2022,07/06/2022,0,1,Not Reserved,B2209
S6050,15/07/2023,29/07/2023,02/07/2023,0,3,Not Reserved,B2872
S6204,23/08/2024,06/09/2024,25/09/2024,190,0,Reserved,B1971
S2445,30/07/2022,13/08/2022,13/08/2022,0,2,Not Reserved,B2744
S11089,27/04/2023,11/05/2023,06/05/2023,0,2,Not Reserved,B2608
S7086,03/07/2022,17/07/2022,17/07/2022,0,1,Not Reserved,B2833
S2209,27/05/2023,10/06/2023,25/06/2023,150,2,Available,B2680
S3865,06/08/2023,20/08/2023,12/09/2023,230,2,Not Reserved,B2178
S8149,15/09/2023,29/09/2023,04/10/2023,50,3,Not Reserved,B2201
S6545,30/03/2024,13/04/2024,23/03/2024,0,3,Not Reserved,B2754
S8148,13/11/2022,27/11/2022,27/11/2022,0,3,Not Reserved,B2820
S9048,08/07/2023,22/07/2023,14/07/2023,0,3,Not Reserved,B2754
S9962,08/06/2023,22/06/2023,30/05/2023,0,2,Reserved,B2637
S9304,02/07/2024,16/07/2024,16/07/2024,0,3,Available,B2864
S11006,27/07/2023,10/08/2023,10/08/2023,0,3,Reserved,B2041
S5089,01/02/2024,15/02/2024,15/02/2024,0,1,Not Reserved,B2459
S2443,18/02/2024,03/03/2024,03/03/2024,0,1,Not Reserved,B2307
S5941,01/11/2022,15/11/2022,07/12/2022,220,1,Waiting,B2597
S4554,26/03/2023,09/04/2023,05/04/2023,0,3,Waiting,B2929
S8798,19/09/2023,03/10/2023,03/10/2023,0,2,Available,B2904
S3499,24/06/2022,08/07/2022,08/07/2022,0,3,Not Reserved,B2785
S11817,02/11/2024,16/11/2024,16/11/2024,0,1,Available,B2159
S8168,11/10/2023,25/10/2023,12/10/2023,0,3,Not Reserved,B2036
S6178,22/12/2024,05/01/2025,09/12/2024,0,1,Available,B2544
S7205,09/04/2024,23/04/2024,15/04/2024,0,2,Not Reserved,B2697
S3359,05/06/2024,19/06/2024,26/06/2024,70,1,Available,B2898
S3366,01/08/2022,15/08/2022,15/08/2022,0,1,Not Reserved,B2679
S4735,18/02/2023,04/03/2023,01/03/2023,0,0,Not Reserved,B2544
S7454,01/08/2022,15/08/2022,05/09/2022,210,3,Reserved,B2257
S11280,29/07/2023,12/08/2023,31/07/2023,0,2,Waiting,B2389
S2229,10/01/2022,24/01/2022,24/01/2022,0,3,Available,B1959
S5376,10/06/2024,24/06/2024,23/06/2024,0,1,Reserved,B2823
S11796,23/11/2024,07/12/2024,07/12/2024,0,1,Not Reserved,B2443
S8312,28/02/2023,14/03/2023,14/03/2023,0,1,Not Reserved,B2070
S5710,09/12/2023,23/12/2023,23/12/2023,0,3,Available,B2468
S6080,16/09/2022,30/09/2022,10/09/2022,0,0,Reserved,B2365
S2576,01/03/2023,15/03/2023,15/03/2023,0,0,Not Reserved,B2036
S4325,02/06/2022,16/06/2022,16/06/2022,0,1,Not Reserved,B2100
S11301,25/12/2022,08/01/2023,08/01/2023,0,1,Waiting,B2063
S8474,14/03/2024,28/03/2024,28/03/2024,0,2,Reserved,B2017
S7517,07/09/2022,21/09/2022,28/08/2022,0,1,Not Reserved,B2708
S9685,03/04/2023,17/04/2023,17/04/2023,0,2,Reserved,B2115
S2443,06/03/2023,20/03/2023,19/03/2023,0,2,Reserved,B2109
S3167,19/06/2023,03/07/2023,19/07/2023,160,1,Not Reserved,B2011
S6434,19/11/2024,03/12/2024,03/12/2024,0,3,Waiting,B2104
S5832,30/10/2024,13/11/2024,13/11/2024,0,0,Not Reserved,B2749
S5550,25/01/2023,08/02/2023,08/02/2023,0,3,Not Reserved,B2258
S3212,23/09/2023,07/10/2023,26/09/2023,0,3,Available,B2038
S2597,31/05/2022,14/06/2022,14/06/2022,0,0,Not Reserved,B2652
S7682,25/09/2023,09/10/2023,09/10/2023,0,3,Reserved,B2498
S7671,16/08/2022,30/08/2022,30/08/2022,0,1,Not Reserved,B1981
S2111,04/11/2024,18/11/2024,18/11/2024,0,3,Reserved,B2565
S4755,10/06/2023,24/06/2023,24/06/2023,0,0,Not Reserved,B2943
S3415,14/07/2022,28/07/2022,28/07/2022,0,1,Available,B2785
S7911,03/03/2024,17/03/2024,17/03/2024,0,1,Reserved,B2837
S9639,06/12/2023,20/12/2023,20/12/2023,0,0,Reserved,B2760
S2567,11/05/2022,25/05/2022,07/06/2022,130,2,Not Reserved,B2157
S4079,10/10/2023,24/10/2023,29/10/2023,50,1,Available,B2420
S3630,17/07/2024,31/07/2024,20/08/2024,200,2,Available,B2199
S5777,02/02/2023,16/02/2023,16/02/2023,0,1,Not Reserved,B2944
S6734,02/05/2022,16/05/2022,29/04/2022,0,1,Not Reserved,B2141
S11352,15/12/2024,29/12/2024,22/12/2024,0,1,Available,B2764
S7444,13/11/2024,27/11/2024,23/12/2024,260,2,Available,B2587
S2950,10/02/2023,24/02/2023,24/02/2023,0,0,Not Reserved,B2083
S6107,14/03/2024,28/03/2024,09/03/2024,0,0,Not Reserved,B2769
S4095,18/04/2022,02/05/2022,02/05/2022,0,0,Reserved,B2498
S4508,08/06/2023,22/06/2023,22/06/2023,0,1,Not Reserved,B2733
S11588,12/08/2024,26/08/2024,26/08/2024,0,1,Available,B2282
S9859,12/11/2024,26/11/2024,14/12/2024,180,1,Waiting,B2277
S9797,26/12/2024,09/01/2025,09/01/2025,0,1,Available,B2016
S5778,12/03/2024,26/03/2024,26/03/2024,0,3,Reserved,B2618
S9100,28/10/2022,11/11/2022,11/11/2022,0,2,Waiting,B2554
S9922,23/03/2023,06/04/2023,06/04/2023,0,2,Available,B2393
S3030,18/06/2024,02/07/2024,05/06/2024,0,0,Available,B2897
S3344,21/02/2022,07/03/2022,29/03/2022,220,1,Reserved,B2727
S6332,27/12/2022,10/01/2023,18/01/2023,80,0,Reserved,B2293
S6234,10/01/2024,24/01/2024,03/02/2024,100,2,Reserved,B2346
S6120,03/04/2024,17/04/2024,08/05/2024,210,1,Waiting,B2268
S7637,24/09/2022,08/10/2022,08/10/2022,0,2,Reserved,B2390
S5468,06/02/2023,20/02/2023,05/02/2023,0,1,Not Reserved,B2622
S5459,12/04/2024,26/04/2024,04/05/2024,80,1,Reserved,B2893
S10862,08/01/2024,22/01/2024,22/01/2024,0,0,Not Reserved,B2861
S7225,29/07/2024,12/08/2024,12/08/2024,0,2,Reserved,B2375
S4385,25/09/2023,09/10/2023,27/10/2023,180,3,Not Reserved,B2179
S11795,28/03/2022,11/04/2022,11/04/2022,0,2,Available,B2904
S7716,03/01/2024,17/01/2024,05/02/2024,190,3,Not Reserved,B2351
S5762,26/08/2023,09/09/2023,16/08/2023,0,3,Waiting,B2961
S7627,04/11/2024,18/11/2024,18/11/2024,0,2,Reserved,B2193
S5542,05/12/2024,19/12/2024,19/12/2024,0,1,Waiting,B2841
S5998,07/06/2024,21/06/2024,29/06/2024,80,1,Available,B2549
S10754,13/01/2023,27/01/2023,27/01/2023,0,0,Not Reserved,B2777
S9571,06/01/2022,20/01/2022,28/01/2022,80,3,Reserved,B2584
S3078,02/11/2022,16/11/2022,25/10/2022,0,0,Waiting,B2089
S9301,02/11/2022,16/11/2022,26/10/2022,0,1,Available,B2791
S5845,21/06/2023,05/07/2023,05/07/2023,0,3,Not Reserved,B2850
S3976,18/09/2024,02/10/2024,11/10/2024,90,3,Available,B2698
S9648,05/04/2022,19/04/2022,17/05/2022,280,2,Not Reserved,B2027
S2120,23/11/2022,07/12/2022,14/11/2022,0,2,Reserved,B2430
S7934,23/11/2023,07/12/2023,15/12/2023,80,3,Available,B2540
S7133,13/03/2024,27/03/2024,27/03/2024,0,1,Reserved,B2217
S3133,20/05/2024,03/06/2024,03/06/2024,0,2,Not Reserved,B2933
S7041,05/12/2022,19/12/2022,19/12/2022,0,3,Reserved,B2363
S10255,25/05/2023,08/06/2023,04/07/2023,260,2,Not Reserved,B2742
S10043,17/05/2023,31/05/2023,30/05/2023,0,0,Reserved,B2190
S8449,17/05/2022,31/05/2022,20/06/2022,200,1,Available,B2553
S9905,01/12/2023,15/12/2023,27/12/2023,120,2,Reserved,B2348
S3377,01/11/2024,15/11/2024,03/12/2024,180,0,Reserved,B2132
S7426,20/01/2023,03/02/2023,21/02/2023,180,0,Not Reserved,B2757
S7425,21/03/2022,04/04/2022,23/03/2022,0,0,Available,B2910
S9218,17/11/2023,01/12/2023,25/12/2023,240,0,Available,B2551
S3687,10/02/2022,24/02/2022,19/03/2022,230,1,Reserved,B2743
S9289,26/10/2024,09/11/2024,11/11/2024,20,3,Waiting,B2468
S4315,09/03/2023,23/03/2023,23/03/2023,0,2,Not Reserved,B2169
S3446,19/10/2024,02/11/2024,02/11/2024,0,3,Available,B2641
S7708,09/09/2023,23/09/2023,16/10/2023,230,2,Reserved,B2717
S6660,16/12/2022,30/12/2022,30/12/2022,0,0,Reserved,B2264
S6252,18/10/2024,01/11/2024,21/10/2024,0,1,Available,B2129
S2786,16/08/2022,30/08/2022,21/09/2022,220,3,Not Reserved,B2900
S4065,20/06/2023,04/07/2023,04/07/2023,0,3,Reserved,B2902
S8862,07/08/2024,21/08/2024,21/08/2024,0,3,Reserved,B2791
S6897,26/09/2024,10/10/2024,10/10/2024,0,2,Not Reserved,B2601
S6716,12/08/2023,26/08/2023,26/08/2023,0,3,Available,B2458
S2603,03/07/2024,17/07/2024,12/07/2024,0,2,Reserved,B2286
S11637,15/09/2023,29/09/2023,12/09/2023,0,3,Reserved,B2405
S9941,05/08/2024,19/08/2024,03/08/2024,0,0,Available,B2728
S6293,05/12/2023,19/12/2023,26/11/2023,0,2,Waiting,B2271
S2463,03/09/2024,17/09/2024,17/09/2024,0,1,Waiting,B2503
S6541,26/04/2023,10/05/2023,03/05/2023,0,2,Available,B2684
S8098,31/07/2023,14/08/2023,14/08/2023,0,2,Not Reserved,B2262
S5845,06/01/2023,20/01/2023,20/01/2023,0,1,Available,B2594
S11501,18/05/2023,01/06/2023,02/05/2023,0,3,Not Reserved,B2982
S10231,05/04/2023,19/04/2023,19/04/2023,0,2,Not Reserved,B2497
S6302,29/09/2022,13/10/2022,26/09/2022,0,2,Not Reserved,B2741
S10882,24/12/2022,07/01/2023,09/12/2022,0,1,Not Reserved,B2308
S9281,20/10/2024,03/11/2024,31/10/2024,0,0,Available,B2426
S5432,08/04/2024,22/04/2024,22/04/2024,0,3,Reserved,B2060
S4984,15/08/2022,29/08/2022,30/07/2022,0,1,Available,B2498
S6599,20/04/2022,04/05/2022,26/05/2022,220,0,Available,B3040
S11187,05/01/2024,19/01/2024,19/01/2024,0,3,Not Reserved,B2739
S3353,05/06/2024,19/06/2024,15/07/2024,260,2,Available,B2221
S9841,27/08/2022,10/09/2022,10/09/2022,0,0,Available,B2995
S8186,14/07/2022,28/07/2022,09/07/2022,0,0,Reserved,B2584
S5610,30/07/2022,13/08/2022,13/08/2022,0,1,Waiting,B2282
S3488,05/11/2024,19/11/2024,19/11/2024,0,0,Available,B2893
S12039,28/12/2024,11/01/2025,11/01/2025,0,2,Not Reserved,B2253
S6564,12/07/2023,26/07/2023,13/08/2023,180,3,Not Reserved,B2665
S8749,27/09/2022,11/10/2022,17/10/2022,60,2,Available,B2559
S7523,16/07/2022,30/07/2022,30/07/2022,0,1,Reserved,B2369
S4551,28/06/2022,12/07/2022,12/07/2022,0,1,Not Reserved,B2937
S11943,26/05/2024,09/06/2024,09/06/2024,0,2,Not Reserved,B2834
S8046,28/02/2024,13/03/2024,13/03/2024,0,1,Reserved,B2205
S6352,21/03/2023,04/04/2023,13/03/2023,0,2,Available,B2851
S6140,24/04/2024,08/05/2024,08/05/2024,0,2,Not Reserved,B3004
S11820,22/12/2023,05/01/2024,08/12/2023,0,3,Reserved,B2265
S3861,13/04/2024,27/04/2024,04/05/2024,70,3,Available,B2350
S9925,04/07/2023,18/07/2023,30/07/2023,120,2,Waiting,B2825
S11743,25/09/2023,09/10/2023,21/09/2023,0,2,Not Reserved,B2597
S4157,21/04/2022,05/05/2022,10/04/2022,0,3,Not Reserved,B2978
S9801,19/10/2022,02/11/2022,19/11/2022,170,1,Not Reserved,B2352
S7213,08/08/2023,22/08/2023,22/08/2023,0,2,Reserved,B2503
S11528,01/07/2022,15/07/2022,15/07/2022,0,3,Waiting,B2328
S5112,11/05/2022,25/05/2022,13/05/2022,0,2,Reserved,B3028
S2573,11/08/2024,25/08/2024,25/08/2024,0,3,Available,B2727
S2498,22/08/2022,05/09/2022,05/09/2022,0,2,Available,B2351
S6586,25/01/2024,08/02/2024,21/02/2024,130,0,Available,B2170
S7910,19/05/2024,02/06/2024,02/06/2024,0,0,Available,B2297
S11469,17/04/2024,01/05/2024,01/05/2024,0,0,Available,B2565
S9117,21/07/2024,04/08/2024,04/08/2024,0,3,Not Reserved,B3022
S2368,23/01/2023,06/02/2023,07/02/2023,10,3,Reserved,B3004
S4971,20/06/2024,04/07/2024,25/06/2024,0,3,Reserved,B2810
S2645,22/07/2022,05/08/2022,05/08/2022,0,2,Available,B2855
S5079,07/12/2022,21/12/2022,28/12/2022,70,3,Reserved,B2402
S5796,07/11/2023,21/11/2023,21/11/2023,0,1,Available,B2863
S5950,18/03/2022,01/04/2022,13/04/2022,120,3,Not Reserved,B2488
S3184,16/04/2024,30/04/2024,30/04/2024,0,3,Not Reserved,B2861
S6916,27/08/2023,10/09/2023,05/10/2023,250,0,Not Reserved,B2592
S9966,15/09/2023,29/09/2023,29/09/2023,0,3,Available,B2463
S7250,17/04/2023,01/05/2023,20/05/2023,190,2,Not Reserved,B2729
S5145,29/07/2024,12/08/2024,05/08/2024,0,2,Waiting,B2100
S6957,19/06/2023,03/07/2023,03/07/2023,0,0,Reserved,B2310
S8543,20/01/2023,03/02/2023,06/02/2023,30,3,Available,B3061
S9227,24/01/2022,07/02/2022,07/02/2022,0,1,Not Reserved,B2158
S8034,26/05/2022,09/06/2022,09/06/2022,0,1,Not Reserved,B2824
S3503,29/12/2024,12/01/2025,31/01/2025,190,1,Reserved,B2825
S5004,12/10/2024,26/10/2024,17/11/2024,220,2,Available,B2564
S6380,11/03/2024,25/03/2024,25/03/2024,0,2,Available,B2667
S4965,11/04/2023,25/04/2023,25/04/2023,0,3,Available,B2846
S9889,24/11/2022,08/12/2022,23/11/2022,0,0,Available,B3002
S2118,09/02/2024,23/02/2024,23/02/2024,0,1,Reserved,B2443
S5379,06/06/2024,20/06/2024,14/07/2024,240,2,Not Reserved,B2163
S8379,22/06/2022,06/07/2022,06/07/2022,0,3,Available,B3003
